	id	name	readonly	readwrite	requirement
1202	aza8dA_m	8-aza-2'-deoxyadenosine	-	x	x
1203	aza8dAMP_m	8-aza-2'-deoxyadenosine monophosphate	-	x	x
1204	benzalkonium_m	Benzalkonium	-	x	x
1205	berberine_m	Berberine	-	x	x
1206	BUT_m	butyric acid, butanoic acid	-	x	x
1207	C23CMP_m	2',3'-Cyclic CMP	-	x	x
1208	C3MP_m	3'-CMP	-	x	x
1209	c5dU_m	5-Carbouy-2'-deoxyuridine	-	x	x
1210	c5dUMP_m	5-Carbouy-2'-deoxyuridine monophosphate	-	x	x
1211	CA_m	calcium ion	-	x	x
1212	CAP_m	carbamoyl phosphate	-	x	x
1213	carbamoylmethyl6dA_m	N6-carbamoylmethyl-2'-deoxyadenosine	-	x	x
1214	carbamoylmethyl6dAMP_m	N6-carbamoylmethyl-2'-deoxyadenosine monophosphate	-	x	x
1215	CDP_m	CDP	-	x	x
1216	CDPDG120_m	CDP-1,2-didodecanoylglycerol	-	x	x
1217	CDPDG140_m	CDP-1,2-ditetradecanoylglycerol	-	x	x
1218	CDPDG141_m	CDP-1,2-ditetradec-7-enoylglycerol	-	x	x
1219	CDPDG160_m	CDP-1,2-dihexadecanoylglycerol	-	x	x
1220	CDPDG161_m	CDP-1,2-dihexadec-9-enoylglycerol	-	x	x
1221	CDPDG180_m	CDP-1,2-dioctadecanoylglycerol	-	x	x
1222	CDPDG181_m	CDP-1,2-dioctadec-11-enoylglycerol	-	x	x
1223	Ceramide16_m	Ceramide (d18:1/16:0)	-	x	x
1224	CH3OH_m	methanol	-	x	x
1225	chloroacetaldehyde_m	chloroacetaldehyde	-	x	x
1226	chloroethylene_oxide_m	chloroethylene oxide	-	x	x
1227	CHOL_m	choline	-	x	x
1228	CHP_m	cumene hydroperoxide	-	x	x
1229	ciprofloxacin_m	ciprofloxacin	-	x	x
1230	CITR_m	L-citrulline	-	x	x
1231	CL_m	chloride ion	-	x	x
1232	CL160_m	cardiolipin (tetrahexadecanoyl, n-C16:0)	-	x	x
1233	CL161_m	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	-	x	x
1234	CL181_m	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	-	x	x
1235	cmnm5s2U_m	5-carboxymethylaminomethyl-2-thiouridine	-	x	x
1236	cmnm5s2UMP_m	5-carboxymethylaminomethyl-2-thiouridine monophosphate	-	x	x
1237	CMP_m	CMP	-	x	x
1238	CO_m	cobalt ion	-	x	x
1239	CO2_m	carbon dioxide	-	x	x
1240	COA_m	coenzyme A	-	x	x
1241	crystalViolet_m	Crystal violet	-	x	x
1242	CTP_m	CTP	-	x	x
1243	CU_m	cupric ion	-	x	x
1244	cyclobutane_dCdC_m	cyclobutane 2'-deoxycytidine dimer	-	x	x
1245	cyclobutane_dCdT_m	cyclobutane 2'-deoxycytidine 2'-deoxythymidine 	-	x	x
1246	cyclobutane_dCMPdCMP_m	cyclobutane 2'-deoxycytidine monophosphate dimer	-	x	x
1247	cyclobutane_dCMPdTMP_m	cyclobutane 2'-deoxycytidine monophosphate 2'-deoxythymidine  monophosphate	-	x	x
1248	cyclobutane_dTdC_m	cyclobutane 2'-deoxythymidine 2'-deoxycytidine	-	x	x
1249	cyclobutane_dTdT_m	cyclobutane 2'-deoxythymidine dimer	-	x	x
1250	cyclobutane_dTMPdCMP_m	cyclobutane 2'-deoxythymidine monophosphate 2'-deoxycytidine monophosphate	-	x	x
1251	cyclobutane_dTMPdTMP_m	cyclobutane 2'-deoxythymidine monophosphate dimer	-	x	x
1252	cyclodA_m	8,5'-cyclo-2'-deoxyadenosine	-	x	x
1253	cyclodAMP_m	8,5'-cyclo-2'-deoxyadenosine monophosphate	-	x	x
1254	cyclodG_m	8,5'-cyclo-2'-deoxyguanosine	-	x	x
1255	cyclodGMP_m	8,5'-cyclo-2'-deoxyguanosine monophosphate	-	x	x
1256	CYS_m	L-Cysteine	-	x	x
1257	CysCys_m	L-cysteinyl-L-cysteine	-	x	x
1258	CYTD_m	cytidine	-	x	x
1259	c_di_AMP_m	Cyclic-di-adenylate	-	x	x
1260	DA_m	deoxyadenosine	-	x	x
1261	DADP_m	dADP	-	x	x
1262	DAG160_m	Diacylglycerol (n-16:0)	-	x	x
1263	DAG161_m	Diacylglycerol (n-16:1)	-	x	x
1264	DAG181_m	Diacylglycerol (n-18:1)	-	x	x
1265	DALA_m	D-alanine	-	x	x
1266	DAMP_m	dAMP	-	x	x
1267	dApdAp_m	dAp-dAp	-	x	x
1268	DATP_m	dATP	-	x	x
1269	DC_m	deoxycytidine	-	x	x
1270	dC64dC_m	2'-deoxycytidine-[6,4]-2'-deoxycytidine	-	x	x
1271	dC64dC_dewar_m	2'-deoxycytidine-[6,4]-2'-deoxycytidine dewar product	-	x	x
1272	dC64dT_m	2'-deoxycytidine-[6,4]-2'-deoxythymidine	-	x	x
1273	dC64dT_dewar_m	2'-deoxycytidine-[6,4]-2'-deoxythymidine dewar product	-	x	x
1274	DCDP_m	dCDP	-	x	x
1275	DCMP_m	dCMP	-	x	x
1276	dCMP64dCMP_m	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
1277	dCMP64dCMP_dewar_m	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
1278	dCMP64dTMP_m	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
1279	dCMP64dTMP_dewar_m	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
1280	dCMP_GLYC_m	2-'deoxycytidine monophosphate glycol	-	x	x
1281	dCpdCp_m	dCp-dCp	-	x	x
1282	DCTP_m	dCTP	-	x	x
1283	dC_GLYC_m	2-'deoxycytidine glycol	-	x	x
1284	DDCA_m	Dodecanoate (n-C12:0)	-	x	x
1285	DDECG3P_m	1-dodecanoyl-sn-glycerol 3-phosphate	-	x	x
1286	deoxyG6P_m	2-deoxy-glucose-6-phosphate	-	x	x
1287	deoxyGLC_m	2-deoxy-glucose	-	x	x
1288	DG_m	deoxyguanosine	-	x	x
1289	DGDP_m	dGDP	-	x	x
1290	DGMP_m	dGMP	-	x	x
1291	dGpdGp_m	dGp-dGp	-	x	x
1292	DGTP_m	dGTP	-	x	x
1293	DHA_m	Dihydroxyacetone	-	x	x
1294	DHdT_m	5,6-dihydro-2'-deoxythymidine	-	x	x
1295	DHdTMP_m	5,6-dihydro-2'-deoxythymidine monophosphate	-	x	x
1296	DHdU_m	5,6-dihydroxy-2'-deoxyuridine	-	x	x
1297	DHdUMP_m	5,6-dihydroxy-2'-deoxyuridine monophosphate	-	x	x
1298	DHF_m	dihydrofolate	-	x	x
1299	dhpdU_m	5'-dihydroxypentyl-2'-deoxyuridine	-	x	x
1300	dhpdUMP_m	5'-dihydroxypentyl-2'-deoxyuridine monophosphate	-	x	x
1301	diacylglycerolCys_m	S-diacylglycerol cysteine 	-	x	x
1302	DIBUTYRIN_m	dibutyrin	-	x	x
1303	dINS_m	2'-deoxyinosine	-	x	x
1304	dINSMP_m	2'-deoxyinosine monophosphate	-	x	x
1305	DMBA_m	dimethylbenzyl alcohol	-	x	x
1306	doxorubicin_m	Doxorubicin	-	x	x
1307	DPCOA_m	dephospho-CoA	-	x	x
1308	DPG_m	3-Phospho-D-glyceroyl phosphate	-	x	x
1309	DR1P_m	2-Deoxy-D-ribose 1-phosphate	-	x	x
1310	DR5P_m	2-Deoxy-D-ribose 5-phosphate	-	x	x
1311	DT_m	thymidine	-	x	x
1312	dT64dC_m	2'-deoxythymidine-[6,4]-2'-deoxycytidine	-	x	x
1313	dT64dC_dewar_m	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product	-	x	x
1314	dT64dT_m	2'-deoxythymidine-[6,4]-2'-deoxythymidine	-	x	x
1315	dT64dT_dewar_m	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product	-	x	x
1316	DTDP_m	dTDP	-	x	x
1317	DTMP_m	dTMP	-	x	x
1318	dTMP64dCMP_m	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
1319	dTMP64dCMP_dewar_m	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
1320	dTMP64dTMP_m	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
1321	dTMP64dTMP_dewar_m	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
1322	dTMP_GLYC_m	2'-deoxythymidine monophosphate glycol	-	x	x
1323	dTpdTp_m	dTp-dTp	-	x	x
1324	DTTP_m	dTTP	-	x	x
1325	dT_GLYC_m	2'-deoxythymidine glycol	-	x	x
1326	DU_m	deoxyuridine	-	x	x
1327	DUDP_m	dUDP	-	x	x
1328	DUMP_m	dUMP	-	x	x
1329	DUTP_m	dUTP	-	x	x
1330	dXAN_m	2'-deoxyxanthosine	-	x	x
1331	dXANMP_m	2'-deoxyxanthosine monophosphate	-	x	x
1332	e1dA_m	1-ethyl-2'-deoxyadenosine	-	x	x
1333	e1dAMP_m	1-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1334	e1dG_m	1-ethyl-2'-deoxyguanosine	-	x	x
1335	e1dGMP_m	1-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1336	e3dA_m	3-ethyl-2'-deoxyadenosine	-	x	x
1337	e3dAMP_m	3-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1338	e3dC_m	3-ethyl-2'-deoxycytidine	-	x	x
1339	e3dCMP_m	3-ethyl-2'-deoxycytidine monophosphate	-	x	x
1340	e3dG_m	3-ethyl-2'-deoxyguanosine	-	x	x
1341	e3dGMP_m	3-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1342	e3dT_m	3'-ethyl-2'-deoxythymidine	-	x	x
1343	e3dTMP_m	3'-ethyl-2'-deoxythymidine monophosphate	-	x	x
1344	e4dC_m	4-ethyl-2'-deoxycytidine	-	x	x
1345	e4dCMP_m	4-ethyl-2'-deoxycytidine monophosphate	-	x	x
1346	E4P_m	D-Erythrose 4-phosphate	-	x	x
1347	e5dC_m	5-ethyl-2'-deoxycytidine	-	x	x
1348	e5dCMP_m	5-ethyl-2'-deoxycytidine monophosphate	-	x	x
1349	e6dA_m	6-ethyl-2'-deoxyadenosine	-	x	x
1350	e6dAMP_m	6-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1351	e7dA_m	7-ethyl-2'-deoxyadenosine	-	x	x
1352	e7dAMP_m	7-ethyl-2'-deoxyadenosine monophosphate	-	x	x
1353	e7dG_m	7-ethyl-2'-deoxyguanosine	-	x	x
1354	e7dGMP_m	7-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1355	e8dG_m	8-ethyl-2'-deoxyguanosine	-	x	x
1356	e8dGMP_m	8-ethyl-2'-deoxyguanosine monophosphate	-	x	x
1357	enoxacin_m	Enoxacin	-	x	x
1358	epsilon1N2dG_m	1,N2-etheno-2'-deoxyguanosine	-	x	x
1359	epsilon1N2dGMP_m	1,N2-etheno-2'-deoxyguanosine monophosphate	-	x	x
1360	epsilon1N6dA_m	1,N6-etheno-2'-deoxyadenosine	-	x	x
1361	epsilon1N6dAMP_m	1,N6-etheno-2'-deoxyadenosine monophosphate	-	x	x
1362	epsilon3N4dC_m	3,N4-etheno-2'-deoxycytidine	-	x	x
1363	epsilon3N4dCMP_m	3,N4-etheno-2'-deoxycytidine monophosphate	-	x	x
1364	epsilonN23dG_m	N2,3-etheno-2'-deoxyguanosine	-	x	x
1365	epsilonN23dGMP_m	N2,3-etheno-2'-deoxyguanosine monophosphate	-	x	x
1366	ethidium_m	Ethidium	-	x	x
1367	ETN_m	ethanolamine	-	x	x
1368	F1P_m	D-Fructose 1-phosphate	-	x	x
1369	f5dU_m	5-formyl-2'-deoxyuridine	-	x	x
1370	f5dUMP_m	5-formyl-2'-deoxyuridine monophosphate	-	x	x
1371	F6P_m	D-Fructose 6-phosphate	-	x	x
1372	FAD_m	flavin adenine dinucleotide, oxidized	-	x	x
1373	FADH2_m	flavin adenine dinucleotide, reduced	-	x	x
1374	FALD_m	formaldehyde	-	x	x
1375	FAPydA_m	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine	-	x	x
1376	FAPydAMP_m	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate	-	x	x
1377	FAPydG_m	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine	-	x	x
1378	FAPydGMP_m	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate	-	x	x
1379	FDP_m	D-Fructose 1,6-bisphosphate	-	x	x
1380	FE2_m	ferrous iron	-	x	x
1381	FE3_m	ferric iron	-	x	x
1382	FMET_m	N-Formyl-L-methionine	-	x	x
1383	FMN_m	flavin mononucleotide, oxidized	-	x	x
1384	FMNH2_m	flavin mononucleotide, reduced	-	x	x
1385	FOR_m	Formate	-	x	x
1386	FRU_m	D-Fructose	-	x	x
1387	FTHF10_m	10-formyl-tetrahydrofolate	-	x	x
1388	FTHF5_m	5-formyltetrahydrofolate	-	x	x
1389	FUC1P_m	L-fucose 1-phosphate	-	x	x
1390	G1P_m	D-Glucose 1-phosphate	-	x	x
1391	G23CMP_m	2',3'-Cyclic GMP	-	x	x
1392	G2P_m	D-Glycerate 2-phosphate	-	x	x
1393	G3MP_m	3'-GMP	-	x	x
1394	G3P_m	3-Phospho-D-glycerate	-	x	x
1395	G6P_m	D-Glucose 6-phosphate	-	x	x
1396	GalCer16_m	galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
1397	GalDAG160_m	galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1398	GalDAG161_m	galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1399	GalDAG181_m	galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1400	GalGalCer16_m	galactosyl-α1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
1401	GalGalDAG160_m	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1402	GalGalDAG161_m	galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1403	GalGalDAG181_m	galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1404	GalGalGalDAG160_m	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1405	GalGalGalDAG161_m	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1406	GalGalGalDAG181_m	galactosyl-α1-4-galactosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1407	GalGalGlcCer16_m	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
1408	GalGalGlcDAG160_m	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1409	GalGalGlcDAG161_m	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1410	GalGalGlcDAG181_m	galactosyl-α1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1411	GalGlcCer16_m	galactosyl-β1-4-glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
1412	GalGlcDAG160_m	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1413	GalGlcDAG161_m	galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1414	GalGlcDAG181_m	galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1415	GDP_m	GDP	-	x	x
1416	GDPTP_m	Guanosine 3'-diphosphate 5'-triphosphate	-	x	x
1417	GL_m	glycerol	-	x	x
1418	GL2P_m	Glycerol 2-phosphate	-	x	x
1419	GL3P_m	Glycerol 3-phosphate	-	x	x
1420	GLC_m	D-Glucose	-	x	x
1421	GlcCer16_m	glucosyl-β-Ceramide (d18:1/16:0)	-	x	x
1422	GlcDAG160_m	glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1423	GlcDAG161_m	glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1424	GlcDAG181_m	glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1425	GlcGalCer16_m	glucosyl-β1-4-galactosyl-β-Ceramide (d18:1/16:0)	-	x	x
1426	GlcGalDAG160_m	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1427	GlcGalDAG161_m	glucosyl-β1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1428	GlcGalDAG181_m	glucosyl-β1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1429	GlcGalGalDAG160_m	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1430	GlcGalGalDAG161_m	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1431	GlcGalGalDAG181_m	glucosyl-β1-4-galactosyl-α1-4-galactosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1432	GlcGalGlcDAG160_m	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1433	GlcGalGlcDAG161_m	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1434	GlcGalGlcDAG181_m	glucosyl-β1-4-galactosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1435	GlcGlcDAG160_m	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1436	GlcGlcDAG161_m	glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1437	GlcGlcDAG181_m	glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1438	GlcGlcGlcDAG160_m	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:0/16:1(9Z))	-	x	x
1439	GlcGlcGlcDAG161_m	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(16:1(9Z)/16:1(9Z))	-	x	x
1440	GlcGlcGlcDAG181_m	glucosyl-β1-4-glucosyl-β1-4-glucosyl-β-diacylglycerol(18:1(11Z)/18:1(11Z))	-	x	x
1441	glchm5dC_m	beta-D-glucosylhydroxymethyl-2'-deoxycytidine	-	x	x
1442	glchm5dCMP_m	beta-D-glucosylhydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
1443	glchm5dU_m	beta-D-glucosylhydroxymethyl-2'-deoxyuridine	-	x	x
1444	glchm5dUMP_m	beta-D-glucosylhydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
1445	GLN_m	L-glutamine	-	x	x
1446	GlnGln_m	L-glutaminyl-L-glutamine	-	x	x
1447	GLU_m	L-Glutamate	-	x	x
1448	gludT_m	a-glutamyl-2'-deoxythymidine	-	x	x
1449	gludTMP_m	a-glutamyl-2'-deoxythymidine monophosphate	-	x	x
1450	GluGlu_m	L-glutamyl-L-glutamic acid	-	x	x
1451	GLY_m	glycine	-	x	x
1452	GlyGly_m	L-glycyl-L-glycine	-	x	x
1453	Gm_m	2'-O-methylguanosine	-	x	x
1454	GmMP_m	2'-O-methylguanosine monophosphate	-	x	x
1455	GMP_m	GMP	-	x	x
1456	GMP_Lysine_m	GMP-lysine	-	x	x
1457	GMP_Mor_m	GMP-morpholidate	-	x	x
1458	GN_m	guanine	-	x	x
1459	GPCH_m	sn-Glycero-3-phosphocholine	-	x	x
1460	GPE_m	sn-Glycero-3-phosphoethanolamine	-	x	x
1461	GPG_m	Glycerophosphoglycerol	-	x	x
1462	GPI_m	sn-Glycero-3-phospho-1-inositol	-	x	x
1463	GPS_m	Glycerophosphoserine	-	x	x
1464	GSN_m	guanosine	-	x	x
1465	GTP_m	GTP	-	x	x
1466	H_m	hydrogen ion	-	x	x
1467	H2O_m	water	-	x	x
1468	H2O2_m	hydrogen peroxide	-	x	x
1469	HCYS_m	L-homocysteine	-	x	x
1470	HDCA_m	Hexadecanoate (n-C16:0)	-	x	x
1471	HDCEA_m	Hexadecenoate (n-C16:1)	-	x	x
1472	HDECEG3P_m	1-hexadecanoyl-sn-glycerol 3-phosphate	-	x	x
1473	HDECG3P_m	1-hexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
1474	HIS_m	L-Histidine	-	x	x
1475	HisHis_m	L-histidyl-L-histidine	-	x	x
1476	hm3dC_m	3'-hydroxymethyl-2'-deoxycytidine	-	x	x
1477	hm3dCMP_m	3'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
1478	hm5dC_m	5'-hydroxymethyl-2'-deoxycytidine	-	x	x
1479	hm5dCMP_m	5'-hydroxymethyl-2'-deoxycytidine monophosphate	-	x	x
1480	hm5dU_m	5-hydroxymethyl-2'-deoxyuridine	-	x	x
1481	hm5dUMP_m	5-hydroxymethyl-2'-deoxyuridine monophosphate	-	x	x
1482	hm5hydantoin_dRibose_m	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose	-	x	x
1483	hm5hydantoin_dRiboseMP_m	2'-deoxy-3'-(5-hydroxy-5-methyl-hydantoin)-ribose monophosphate	-	x	x
1484	ho5dC_m	5-Hydroxy-2'-deoxycytidine	-	x	x
1485	ho5dCMP_m	5-Hydroxy-2'-deoxycytidine monophosphate	-	x	x
1486	ho5dU_m	5-hydroxy-2'-deoxyuridine	-	x	x
1487	ho5dUMP_m	5-hydroxy-2'-deoxyuridine monophosphate	-	x	x
1488	ho5ho6dT_m	5-hydroxy-6-hydroxy-2'-deoxythymidine	-	x	x
1489	ho5ho6dTMP_m	5-hydroxy-6-hydroxy-2'-deoxythymidine monophosphate	-	x	x
1490	ho5ho6dU_m	5-hydroxy-6-hydroxy-2'-deoxyuridine	-	x	x
1491	ho5ho6dUMP_m	5-hydroxy-6-hydroxy-2'-deoxyuridine monophosphate	-	x	x
1492	ho5hydantoin_dRibose_m	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose	-	x	x
1493	ho5hydantoin_dRiboseMP_m	2'-deoxy-3'-(5-hydroxyhydantoin)-ribose monophosphate	-	x	x
1494	HPHPYR_m	3-(4-Hydroxyphenyl)pyruvate	-	x	x
1495	hydride_m	hydride	-	x	x
1496	hydroxyl_radical_m	hydroxyl radical	-	x	x
1497	HYXN_m	hypoxanthine	-	x	x
1498	IDP_m	IDP	-	x	x
1499	ILE_m	L-Isoleucine	-	x	x
1500	IleIle_m	L-isoleucyl-L-isoleucine	-	x	x
1501	IMP_m	IMP	-	x	x
1502	INOS_m	myo-inositol	-	x	x
1503	INS_m	inosine	-	x	x
1504	ITP_m	ITP	-	x	x
1505	K_m	potassium ion	-	x	x
1506	k2C_m	lysidine	-	x	x
1507	k2CMP_m	lysidine monophosphate	-	x	x
1508	LAC_m	D-lactate	-	x	x
1509	LEU_m	L-Leucine	-	x	x
1510	LeuLeu_m	L-leucyl-L-leucine	-	x	x
1511	LIPOATE_m	lipoate	-	x	x
1512	LIPOYLAMP_m	lipoyl-AMP	-	x	x
1513	LIPOYLLYS_m	N(6)-(lipoyl)lysine	-	x	x
1514	lomefloxacin_m	Lomefloxacin	-	x	x
1515	LYS_m	L-Lysine	-	x	x
1516	LysLys_m	L-lysyl-L-lysine	-	x	x
1517	m1dA_m	1-methyl-2'-deoxyadenosine	-	x	x
1518	m1dAMP_m	1-methyl-2'-deoxyadenosine monophosphate	-	x	x
1519	m1dG_m	1-methyl-2'-deoxyguanosine	-	x	x
1520	m1dGMP_m	1-methyl-2'-deoxyguanosine monophosphate	-	x	x
1521	m1G_m	1-methylguanosine	-	x	x
1522	m1GMP_m	1-methylguanosine monophosphate	-	x	x
1523	m2G_m	N(2)-methylguanosine	-	x	x
1524	m2GMP_m	N(2)-methylguanosine monophosphate	-	x	x
1525	m3dA_m	3-methyl-2'-deoxyadenosine	-	x	x
1526	m3dAMP_m	3-methyl-2'-deoxyadenosine monophosphate	-	x	x
1527	m3dC_m	3-methyl-2'-deoxycytidine	-	x	x
1528	m3dCMP_m	3-methyl-2'-deoxycytidine monophosphate	-	x	x
1529	m3dG_m	3-methyl-2'-deoxyguanosine	-	x	x
1530	m3dGMP_m	3-methyl-2'-deoxyguanosine monophosphate	-	x	x
1531	m3dT_m	3'-methyl-2'-deoxythymidine	-	x	x
1532	m3dTMP_m	3'-methyl-2'-deoxythymidine monophosphate	-	x	x
1533	m4dC_m	4-methyl-2'-deoxycytidine	-	x	x
1534	m4dCMP_m	4-methyl-2'-deoxycytidine monophosphate	-	x	x
1535	m5C_m	5-methylcytidine	-	x	x
1536	m5CMP_m	5-methylcytidine monophosphate	-	x	x
1537	m5dC_m	5-methyl-2'-deoxycytidine	-	x	x
1538	m5dCMP_m	5-methyl-2'-deoxycytidine monophosphate	-	x	x
1539	m62A_m	N6,N6-dimethyladenosine	-	x	x
1540	m62AMP_m	N6,N6-dimethyladenosine monophosphate	-	x	x
1541	m6A_m	N(6)-methyladenine	-	x	x
1542	m6AMP_m	N(6)-methyladenine monophosphate	-	x	x
1543	m6dA_m	6-methyl-2'-deoxyadenosine	-	x	x
1544	m6dAMP_m	6-methyl-2'-deoxyadenosine monophosphate	-	x	x
1545	m7dA_m	7-methyl-2'-deoxyadenosine	-	x	x
1546	m7dAMP_m	7-methyl-2'-deoxyadenosine monophosphate	-	x	x
1547	m7dG_m	7-methyl-2'-deoxyguanosine	-	x	x
1548	m7dGMP_m	7-methyl-2'-deoxyguanosine monophosphate	-	x	x
1549	m7G_m	7-methylguanosine	-	x	x
1550	m7GMP_m	7-methylguanosine monophosphate	-	x	x
1551	m8dG_m	8-methyl-2'-deoxyguanosine	-	x	x
1552	m8dGMP_m	8-methyl-2'-deoxyguanosine monophosphate	-	x	x
1553	MAL_m	L-Malate	-	x	x
1554	MAN_m	D-Mannose	-	x	x
1555	MAN1P_m	D-Mannose 1-phosphate	-	x	x
1556	MAN6P_m	D-Mannose 6-phosphate	-	x	x
1557	MET_m	L-Methionine	-	x	x
1558	METHF_m	5,10-methyltetrahydrofolate	-	x	x
1559	methylRed_m	4′-dimethylaminoazobenzene-2-carboxylic acid	-	x	x
1560	METHYL_OCDCEA_m	methyl oleate	-	x	x
1561	MetMet_m	L-methionyl-L-methionine	-	x	x
1562	METSOXRL_m	L-Methionine-R-Sulfoxide	-	x	x
1563	METSOXSL_m	L-Methionine-S-Sulfoxide	-	x	x
1564	METTHF_m	5,10-Methylenetetrahydrofolate	-	x	x
1565	MG_m	magnesium ion	-	x	x
1566	MN_m	manganese ion	-	x	x
1567	MO_m	molybdenum ion	-	x	x
1568	MOBD_m	Molybdate	-	x	x
1569	MONOBUTYRIN_m	1-monobutyrin	-	x	x
1570	MOR_m	morpholine	-	x	x
1571	MTHF_m	5-Methyltetrahydrofolate	-	x	x
